date,product_id,sales,price,stock_level
2024-07-26,1,47,68.01944804086682,294
2024-07-27,1,1,43.78256433789838,219
2024-07-28,1,5,31.64400629944198,395
2024-07-29,1,27,74.4547833853384,447
2024-07-30,1,28,28.007427331407932,267
2024-07-31,1,25,21.312448952500375,268
2024-08-01,1,24,55.33421945139668,486
2024-08-02,1,11,32.548802301193476,193
2024-08-03,1,4,64.74598876774343,337
2024-08-04,1,33,16.204174113052183,20
2024-08-05,1,47,67.21940493389555,469
2024-08-06,1,36,31.91317015978171,169
2024-08-07,1,14,5.023078771278709,269
2024-08-08,1,43,17.058925479046756,402
2024-08-09,1,35,93.69346089433394,97
2024-08-10,1,14,87.39869071595899,378
2024-08-11,1,42,27.1928580434425,193
2024-08-12,1,47,78.94533093182166,25
2024-08-13,1,22,62.814301351527554,474
2024-08-14,1,5,97.2359475877376,253
2024-08-15,1,45,40.49253765573562,95
2024-08-16,1,49,69.73875818913127,208
2024-08-17,1,43,11.035893630272266,19
2024-08-18,1,42,42.643497947558565,486
2024-08-19,1,44,96.56267781287714,173
2024-08-20,1,20,56.203183072761455,33
2024-08-21,1,22,32.34855281681023,73
2024-08-22,1,42,16.42574149721765,321
2024-08-23,1,15,71.83519231724539,247
2024-08-24,1,46,66.26132412582405,471
2024-08-25,1,14,40.524177792358586,471
2024-08-26,1,24,95.33942842725426,354
2024-08-27,1,35,7.10926723384578,247
2024-08-28,1,10,33.85376590502345,31
2024-08-29,1,14,92.50160119846024,189
2024-08-30,1,3,35.488866640346835,315
2024-08-31,1,20,28.964019216241187,56
2024-09-01,1,12,55.7509389434685,288
2024-09-02,1,21,83.2611662424511,233
2024-09-03,1,18,14.7989422834443,227
2024-09-04,1,33,94.58696741634493,484
2024-09-05,1,13,80.53192371221058,246
2024-09-06,1,3,22.218774277397433,213
2024-09-07,1,47,72.64075631382545,348
2024-09-08,1,45,41.57107865056793,28
2024-09-09,1,26,43.217994417250274,189
2024-09-10,1,28,79.41255878169231,171
2024-09-11,1,46,96.46455675816955,489
2024-09-12,1,27,17.032307920483426,294
2024-09-13,1,34,44.959872503487844,70
2024-09-14,1,7,50.689452768008834,94
2024-09-15,1,15,40.74962261072477,44
2024-09-16,1,41,39.50296675304138,499
2024-09-17,1,35,9.96552341835167,14
2024-09-18,1,29,70.12616895344921,85
2024-09-19,1,17,46.44036962640431,262
2024-09-20,1,1,23.505411251173044,16
2024-09-21,1,48,82.5231827186965,178
2024-09-22,1,12,81.24327107440465,139
2024-09-23,1,3,51.20720466844491,482
2024-09-24,1,25,33.352812809037246,147
2024-09-25,1,24,65.61880895066298,367
2024-09-26,1,29,32.37445289885329,309
2024-09-27,1,10,27.420753380752643,335
2024-09-28,1,6,74.39889213250103,100
2024-09-29,1,30,8.830897773490317,172
2024-09-30,1,43,14.003004748286425,327
2024-10-01,1,9,5.644876532241029,467
2024-10-02,1,38,19.529602715165485,262
2024-10-03,1,12,11.554050827493649,210
2024-10-04,1,30,99.60122493909226,29
2024-10-05,1,6,32.43694714563851,238
2024-10-06,1,48,19.18046120357849,172
2024-10-07,1,41,27.894644509612206,174
2024-10-08,1,41,93.93192929631279,241
2024-10-09,1,35,54.41522118731759,337
2024-10-10,1,19,39.657719149246404,247
2024-10-11,1,3,87.97218850137584,129
2024-10-12,1,6,42.524075702158086,447
2024-10-13,1,0,36.8258141459811,360
2024-10-14,1,43,24.691839642224878,392
2024-10-15,1,44,40.89069827139409,378
2024-10-16,1,41,35.08501382160797,116
2024-10-17,1,46,69.34387613332339,259
2024-10-18,1,12,32.510356943719074,345
2024-10-19,1,21,59.83397591014334,293
2024-10-20,1,20,11.259755678037408,207
2024-10-21,1,21,23.172469886168866,425
2024-10-22,1,27,43.703500803078136,229
2024-10-23,1,8,94.01017912132606,404
2024-10-24,1,25,40.83893864299106,435
2024-10-25,1,8,68.08704151398425,160
2024-10-26,1,14,29.233286130032823,295
